/a/[/r/IsA/,/c/ja/あかうお/,/c/ja/材料/]	/r/IsA	/c/ja/あかうお	/c/ja/材料	1.0
/a/[/r/IsA/,/c/ja/あさり/,/c/ja/材料/]	/r/IsA	/c/ja/あさり	/c/ja/材料	1.0
/a/[/r/IsA/,/c/ja/あさりの酒蒸し/,/c/ja/料理/]	/r/IsA	/c/ja/あさりの酒蒸し	/c/ja/料理	1.0
/a/[/r/IsA/,/c/ja/あん/,/c/ja/中間生成物/]	/r/IsA	/c/ja/あん	/c/ja/中間生成物	1.0
/a/[/r/IsA/,/c/ja/あんかけ/,/c/ja/料理/]	/r/IsA	/c/ja/あんかけ	/c/ja/料理	1.0
/a/[/r/IsA/,/c/ja/あんかけ丼/,/c/ja/料理/]	/r/IsA	/c/ja/あんかけ丼	/c/ja/料理	1.0
/a/[/r/IsA/,/c/ja/あんかけ焼きそば/,/c/ja/料理/]	/r/IsA	/c/ja/あんかけ焼きそば	/c/ja/料理	1.0
/a/[/r/IsA/,/c/ja/あんこう/,/c/ja/材料/]	/r/IsA	/c/ja/あんこう	/c/ja/材料	1.0
/a/[/r/IsA/,/c/ja/あんず/,/c/ja/材料/]	/r/IsA	/c/ja/あんず	/c/ja/材料	1.0
/a/[/r/IsA/,/c/ja/あんぱん/,/c/ja/料理/]	/r/IsA	/c/ja/あんぱん	/c/ja/料理	1.0
/a/[/r/IsA/,/c/ja/いちごジャム/,/c/ja/中間生成物/]	/r/IsA	/c/ja/いちごジャム	/c/ja/中間生成物	1.0
/a/[/r/IsA/,/c/ja/いちご大福/,/c/ja/料理/]	/r/IsA	/c/ja/いちご大福	/c/ja/料理	1.0
/a/[/r/IsA/,/c/ja/いなり寿司/,/c/ja/料理/]	/r/IsA	/c/ja/いなり寿司	/c/ja/料理	1.0
/a/[/r/IsA/,/c/ja/うどん/,/c/ja/材料/]	/r/IsA	/c/ja/うどん	/c/ja/材料	1.0
/a/[/r/IsA/,/c/ja/うり/,/c/ja/材料/]	/r/IsA	/c/ja/うり	/c/ja/材料	1.0
/a/[/r/IsA/,/c/ja/えのき/,/c/ja/材料/]	/r/IsA	/c/ja/えのき	/c/ja/材料	1.0
/a/[/r/IsA/,/c/ja/えんどう豆/,/c/ja/材料/]	/r/IsA	/c/ja/えんどう豆	/c/ja/材料	1.0
/a/[/r/IsA/,/c/ja/おかゆ/,/c/ja/料理/]	/r/IsA	/c/ja/おかゆ	/c/ja/料理	1.0
/a/[/r/IsA/,/c/ja/おから/,/c/ja/材料/]	/r/IsA	/c/ja/おから	/c/ja/材料	1.0
/a/[/r/IsA/,/c/ja/おこわ/,/c/ja/料理/]	/r/IsA	/c/ja/おこわ	/c/ja/料理	1.0
/a/[/r/IsA/,/c/ja/おじや/,/c/ja/料理/]	/r/IsA	/c/ja/おじや	/c/ja/料理	1.0
/a/[/r/IsA/,/c/ja/おでん/,/c/ja/料理/]	/r/IsA	/c/ja/おでん	/c/ja/料理	1.0
/a/[/r/IsA/,/c/ja/おにぎり/,/c/ja/料理/]	/r/IsA	/c/ja/おにぎり	/c/ja/料理	1.0
/a/[/r/IsA/,/c/ja/おはぎ/,/c/ja/料理/]	/r/IsA	/c/ja/おはぎ	/c/ja/料理	1.0
/a/[/r/IsA/,/c/ja/おひたし/,/c/ja/料理/]	/r/IsA	/c/ja/おひたし	/c/ja/料理	1.0
/a/[/r/IsA/,/c/ja/おやき/,/c/ja/料理/]	/r/IsA	/c/ja/おやき	/c/ja/料理	1.0
/a/[/r/IsA/,/c/ja/おろす/,/c/ja/調理法/]	/r/IsA	/c/ja/おろす	/c/ja/調理法	1.0
/a/[/r/IsA/,/c/ja/お好み焼き/,/c/ja/料理/]	/r/IsA	/c/ja/お好み焼き	/c/ja/料理	1.0
/a/[/r/IsA/,/c/ja/お浸し/,/c/ja/料理/]	/r/IsA	/c/ja/お浸し	/c/ja/料理	1.0
/a/[/r/IsA/,/c/ja/お漬物/,/c/ja/料理/]	/r/IsA	/c/ja/お漬物	/c/ja/料理	1.0
/a/[/r/IsA/,/c/ja/お雑煮/,/c/ja/料理/]	/r/IsA	/c/ja/お雑煮	/c/ja/料理	1.0
/a/[/r/IsA/,/c/ja/かき揚げ/,/c/ja/料理/]	/r/IsA	/c/ja/かき揚げ	/c/ja/料理	1.0
/a/[/r/IsA/,/c/ja/かじき/,/c/ja/材料/]	/r/IsA	/c/ja/かじき	/c/ja/材料	1.0
/a/[/r/IsA/,/c/ja/かつ/,/c/ja/料理/]	/r/IsA	/c/ja/かつ	/c/ja/料理	1.0
/a/[/r/IsA/,/c/ja/かつお節/,/c/ja/材料/]	/r/IsA	/c/ja/かつお節	/c/ja/材料	1.0
/a/[/r/IsA/,/c/ja/かつお節/,/c/ja/調味料/]	/r/IsA	/c/ja/かつお節	/c/ja/調味料	1.0
/a/[/r/IsA/,/c/ja/かに/,/c/ja/材料/]	/r/IsA	/c/ja/かに	/c/ja/材料	1.0
/a/[/r/IsA/,/c/ja/かぶ/,/c/ja/材料/]	/r/IsA	/c/ja/かぶ	/c/ja/材料	1.0
/a/[/r/IsA/,/c/ja/かぼちゃのサラダ/,/c/ja/料理/]	/r/IsA	/c/ja/かぼちゃのサラダ	/c/ja/料理	1.0
/a/[/r/IsA/,/c/ja/かぼちゃのポタージュ/,/c/ja/料理/]	/r/IsA	/c/ja/かぼちゃのポタージュ	/c/ja/料理	1.0
/a/[/r/IsA/,/c/ja/かぼちゃの煮物/,/c/ja/料理/]	/r/IsA	/c/ja/かぼちゃの煮物	/c/ja/料理	1.0
/a/[/r/IsA/,/c/ja/かぼちゃコロッケ/,/c/ja/料理/]	/r/IsA	/c/ja/かぼちゃコロッケ	/c/ja/料理	1.0
/a/[/r/IsA/,/c/ja/かぼちゃスープ/,/c/ja/料理/]	/r/IsA	/c/ja/かぼちゃスープ	/c/ja/料理	1.0
/a/[/r/IsA/,/c/ja/かぼちゃプリン/,/c/ja/料理/]	/r/IsA	/c/ja/かぼちゃプリン	/c/ja/料理	1.0
/a/[/r/IsA/,/c/ja/かんぴょう/,/c/ja/材料/]	/r/IsA	/c/ja/かんぴょう	/c/ja/材料	1.0
/a/[/r/IsA/,/c/ja/きくらげ/,/c/ja/材料/]	/r/IsA	/c/ja/きくらげ	/c/ja/材料	1.0
/a/[/r/IsA/,/c/ja/きす/,/c/ja/材料/]	/r/IsA	/c/ja/きす	/c/ja/材料	1.0
/a/[/r/IsA/,/c/ja/きな粉/,/c/ja/材料/]	/r/IsA	/c/ja/きな粉	/c/ja/材料	1.0
/a/[/r/IsA/,/c/ja/きな粉/,/c/ja/調味料/]	/r/IsA	/c/ja/きな粉	/c/ja/調味料	1.0
/a/[/r/IsA/,/c/ja/きゅうりの酢の物/,/c/ja/料理/]	/r/IsA	/c/ja/きゅうりの酢の物	/c/ja/料理	1.0
/a/[/r/IsA/,/c/ja/きんかん/,/c/ja/材料/]	/r/IsA	/c/ja/きんかん	/c/ja/材料	1.0
/a/[/r/IsA/,/c/ja/きんときまめ/,/c/ja/材料/]	/r/IsA	/c/ja/きんときまめ	/c/ja/材料	1.0
/a/[/r/IsA/,/c/ja/きんぴら/,/c/ja/料理/]	/r/IsA	/c/ja/きんぴら	/c/ja/料理	1.0
/a/[/r/IsA/,/c/ja/きんぴらごぼう/,/c/ja/料理/]	/r/IsA	/c/ja/きんぴらごぼう	/c/ja/料理	1.0
/a/[/r/IsA/,/c/ja/きんめだい/,/c/ja/材料/]	/r/IsA	/c/ja/きんめだい	/c/ja/材料	1.0
/a/[/r/IsA/,/c/ja/くうしんさい/,/c/ja/材料/]	/r/IsA	/c/ja/くうしんさい	/c/ja/材料	1.0
/a/[/r/IsA/,/c/ja/くわい/,/c/ja/材料/]	/r/IsA	/c/ja/くわい	/c/ja/材料	1.0
/a/[/r/IsA/,/c/ja/こんにゃく/,/c/ja/材料/]	/r/IsA	/c/ja/こんにゃく	/c/ja/材料	1.0
/a/[/r/IsA/,/c/ja/ごぼうサラダ/,/c/ja/料理/]	/r/IsA	/c/ja/ごぼうサラダ	/c/ja/料理	1.0
/a/[/r/IsA/,/c/ja/ごま/,/c/ja/材料/]	/r/IsA	/c/ja/ごま	/c/ja/材料	1.0
/a/[/r/IsA/,/c/ja/ごま/,/c/ja/調味料/]	/r/IsA	/c/ja/ごま	/c/ja/調味料	1.0
/a/[/r/IsA/,/c/ja/ご飯/,/c/ja/料理/]	/r/IsA	/c/ja/ご飯	/c/ja/料理	1.0
/a/[/r/IsA/,/c/ja/ささげ/,/c/ja/材料/]	/r/IsA	/c/ja/ささげ	/c/ja/材料	1.0
/a/[/r/IsA/,/c/ja/さつまいも/,/c/ja/材料/]	/r/IsA	/c/ja/さつまいも	/c/ja/材料	1.0
/a/[/r/IsA/,/c/ja/さばの味噌煮/,/c/ja/料理/]	/r/IsA	/c/ja/さばの味噌煮	/c/ja/料理	1.0
/a/[/r/IsA/,/c/ja/さやえんどう/,/c/ja/材料/]	/r/IsA	/c/ja/さやえんどう	/c/ja/材料	1.0
/a/[/r/IsA/,/c/ja/ししゃも/,/c/ja/材料/]	/r/IsA	/c/ja/ししゃも	/c/ja/材料	1.0
/a/[/r/IsA/,/c/ja/しじみ/,/c/ja/材料/]	/r/IsA	/c/ja/しじみ	/c/ja/材料	1.0
/a/[/r/IsA/,/c/ja/しめじ/,/c/ja/材料/]	/r/IsA	/c/ja/しめじ	/c/ja/材料	1.0
/a/[/r/IsA/,/c/ja/しょうがやき/,/c/ja/料理/]	/r/IsA	/c/ja/しょうがやき	/c/ja/料理	1.0
/a/[/r/IsA/,/c/ja/しょうが焼き/,/c/ja/料理/]	/r/IsA	/c/ja/しょうが焼き	/c/ja/料理	1.0
/a/[/r/IsA/,/c/ja/しらす/,/c/ja/材料/]	/r/IsA	/c/ja/しらす	/c/ja/材料	1.0
/a/[/r/IsA/,/c/ja/しるこ/,/c/ja/料理/]	/r/IsA	/c/ja/しるこ	/c/ja/料理	1.0
/a/[/r/IsA/,/c/ja/すし酢/,/c/ja/材料/]	/r/IsA	/c/ja/すし酢	/c/ja/材料	1.0
/a/[/r/IsA/,/c/ja/すし酢/,/c/ja/調味料/]	/r/IsA	/c/ja/すし酢	/c/ja/調味料	1.0
/a/[/r/IsA/,/c/ja/すだち/,/c/ja/材料/]	/r/IsA	/c/ja/すだち	/c/ja/材料	1.0
/a/[/r/IsA/,/c/ja/せり/,/c/ja/材料/]	/r/IsA	/c/ja/せり	/c/ja/材料	1.0
